STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
1446,HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,KARNATAKA,24,31,26,2.4,3.8,2.93,7.3,7.5,7.45,418,494,458,4,7,5.5,0.53,0.71,0.64,1600,9400,3550,1600,43000,11950
1383,ORUVATHILKOTTA LAKE,KERALA,27,32.5,29.31,1.4,7.9,5.11,6,7.9,7.28,290,2620,796.25,1.9,4.8,3.2,0.2,1.87,1,210,800,423.75,1600,1700,1675
1385,SASTHAMCOTTA LAKE,KERALA,23.5,30.5,26.64,6.4,7.9,7.05,6.2,7.8,6.95,48,95,65.36,0.4,0.8,0.56,0.04,0.8,0.43,40,350,124,110,900,302
1441,ASHTHAMUDI LAKE AT QUILON,KERALA,22.5,29.6,25.12,1.2,6.8,3.89,6.9,8.3,7.39,19850,59800,38810,1.4,18,9.3,0.5,2.8,1.6,110,500,317,220,1100,559
1574,PARAVUR,KERALA,25.2,29.4,26.85,5.2,7.7,6.15,6.8,7.8,7.27,1220,30240,19713.8,0.8,4.2,1.87,0.19,1.9,1.07,80,500,288,220,900,627
1575,KOCHI (OIL TANKER JETTY),KERALA,26.5,32,28.43,4.3,7.3,5.74,7,8.2,7.52,3199,44670,23207.2,1,3.8,2.15,0.12,0.71,0.38,40,1600,524,500,3000,1630
1576,THEKKADY,KERALA,21.5,26.5,25.09,6.7,7.7,7.18,7.2,7.7,7.5,42,80,61.6,0.3,2,0.63,0.06,0.2,0.14,100,700,440,200,1100,740
1577,KODUNGALLOOR,KERALA,27.3,30,28.45,5.2,6.8,6.14,6.7,7.9,7.31,182,38720,16191.1,1.3,3.9,2.01,0.13,0.8,0.42,2,1100,369.2,80,6000,1578
1578,KAYAMKULAM,KERALA,26.5,29,27.4,4.2,8.2,6.15,6.5,8.1,7.09,620,56000,24500,1.7,7.6,3.89,0,0.56,0.19,170,2200,725,400,2800,1060
1579,ALAPPUZHA,KERALA,26.5,29,27.5,4.1,6.5,5.51,6.5,7.2,6.76,108,13300,1614.9,0.7,5.7,2.92,0,0.98,0.45,220,3000,1052,400,5000,1580
