STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean
1279,KUAKHAI AT BHUBANESWAR U/S,ORISSA,29.67,7.91,195.33
1280,KUAKHAI AT BHUBANESWAR D/S,ORISSA,29.42,7.82,244.25
2410,DAYA AT BHUBANESWAR FU/S,ORISSA,29.58,7.93,186.17
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH RIVER DAYA),ORISSA,29.75,7.66,238.08
1301,KATHAJODI AT CUTTACK D/S,ORISSA,29,7.99,218.25
2412,SANKHA U/S(D/S MANDIRA DAM),ORISSA,26.83,7.81,146.92
2408,TEL,ORISSA,29.25,8.03,194.83
1640,BIRUPA AT CHOUDWAR,ORISSA,29.27,8.05,194.83
1261,SUBANSIRI AT GEREKAMUKH (B/C WITH BRAH.),ASSAM,20.75,6.75,69.5
2061,KHARSANG B/C/ WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),ASSAM,20.5,6.85,178.5
1422,BURHIDIHING AT MARGHERITA,ASSAM,22.25,7.18,185.5
2062,"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA",ASSAM,22.75,7.18,166.75
2230,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,22.75,7.15,168.25
2065,"PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI",ASSAM,27.5,7.53,221.5
1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI",ASSAM,22.25,6.85,223.75
2063,"JAI BHARALI NR BISWANATH CHARALI, SONITPUR",ASSAM,23.25,6.98,68.25
2237,"KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON",ASSAM,24,6.97,189.33
2059,KOLONG RIVER AT MARIGAON,ASSAM,28.25,7.28,87.75
2060,"MANAS RIVER AT NH-31 CROSSING, BARPETA",ASSAM,24,7.63,285
2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH",ASSAM,22,6.3,124
1298,DISANG AT GUNDAMGHAT,ASSAM,23.25,6.98,126.75
1258,JHANJI AT N.H. CROSSING JORHAT,ASSAM,24.25,7.18,107.75
1527,BHOGDOI RIVER AT JORHAT,ASSAM,24.5,7.18,119.5
1531,*MORA BHARALI  AT TEZPUR,ASSAM,23.5,7.05,138
1423,BORAK AT PANCHAGRAM,ASSAM,15.75,6.93,98.75
1528,BHARALU RIVER AT GUWAHATI,ASSAM,24.5,7.08,698.25
1529,DEEPAR BILL,ASSAM,25.75,7.05,171.5
2068,"U/S OF KATHAKAL AT MATIJURI, HAILAKANDI",ASSAM,15.63,7.03,113.75
1641,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,ORISSA,22.67,8.02,234.25
2399,SUBARNAREKHA AT CHANDIL DAM,JHARKHAND,26.3,7.4,166.55
48,SUBARNAREKHA AT CHANDIL BRIDGE,JHARKHAND,26.26,7.38,167.91
24,SUBARNAREKHA AT JAMSHEDPUR,JHARKHAND,27.47,7.3,179.82
49,"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR)",JHARKHAND,27.76,7.52,177.83
2387,SUBAREKHA AT GHATISLA ROAD BRIDGE,JHARKHAND,26.87,7.48,168.92
23,"SUBARNAREKHA AT RANCHI, (TATISILWAI)",JHARKHAND,29.03,6.73,505.7
2385,SUBARNAREKHA AT NAMKUM ROAD BRIDGE,JHARKHAND,28.71,6.53,383.06
2386,SUBARNAREKHA AT MURI ROAD BRIDGE,JHARKHAND,28.43,6.41,332.69
2395,SUBARNAREKHA AT HATIA DAM,JHARKHAND,26.53,6.45,103.23
2397,SUBARNAREKHA AT GATALSUD DAM,JHARKHAND,29.63,6.63,284.21
2724,"SUSWA RIVER AT MOTHRAWALA, DEHRADUN",UTTARANCHAL,24.27,7.5,709.88
2728,GOLA RIVER AT HALDWANI,UTTARANCHAL,14.75,7.56,233.33
2734,BHALLA RIVER U/S KASHIPUR,UTTARAKHAND,21.33,7.27,589.33
2735,BHALLA RIVER AT LOHIA BRIDGE D/S KASHIPUR,UTTARAKHAND,21.33,7.27,795.33
2732,DHELA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,UTTARAKHAND,21.67,7.03,403.33
2733,DHELA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,21.67,6.97,383.33
2731,KOSI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,21,7.43,345
1064,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",UTTAR PRADESH,24.75,8.07,175.05
2497,"KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,22.83,7.57,1724.33
1480,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR,UTTAR PRADESH,,,
1065,KALINADI AT KANNAUJ (B/C),UTTAR PRADESH,24.79,7.91,172.25
2482,"VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,25.6,8.28,253.67
2483,VARUNA B/C WITH RIVER GANGA AT VARANASI,UTTAR PRADESH,25.47,8.52,360.92
1361,SAI AT UNNAO AFTER DRAIN OUTFALL,UTTAR PRADESH,24.75,7.99,450.28
2484,"SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,24.38,8.19,244.67
1350,GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,26.2,7.89,391.94
1351,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,28.18,7.94,427.39
1352,GOMTI AT LUCKNOW D/S,UTTAR PRADESH,27.28,7.53,516.64
1353,GOMTI AT JAUNPUR D/S,UTTAR PRADESH,25.34,8.42,260.83
1072,GOMTI AT VARANASI,UTTAR PRADESH,24.98,8.2,285.08
2491,"RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,22.83,8.1,421.27
1363,"RAPTI A/C OF R. HONIN NR. DOMIN- GARH RLY BDG, GORAKHPUR, U.P.",UTTAR PRADESH,22.33,8.13,388.17
1354,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,19,7.64,197.08
1355,GHAGHARA AT DEORIA D/S,UTTAR PRADESH,23.33,8.14,457.64
2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,22.83,8.12,475.82
1076,GHAGHARA NEAR CHAPRA,BIHAR,22.75,7.82,319.75
1359,RIHAND AT RENUKUT U/S,UTTAR PRADESH,24.44,7.76,225.25
1360,RIHAND AT RENUKUT D/S,UTTAR PRADESH,24.52,7.83,195.42
1075,SONE AT KOELWAR,BIHAR,23.83,7.86,250.67
3121,SONE RIVER NEAR BANZARI,BIHAR,24.15,7.86,314.9
3127,SONE RIVER AT BAHIYARA,BIHAR,23.46,8.04,260.92
3128,SONE RIVER AT NASIRIGANJ DAM,BIHAR,25.43,7.84,303.2
1078,"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.)",BIHAR,22.15,7.93,277.5
2568,"GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,22.92,7.93,254.17
2570,GANDAK ATSAMASTIPUR RD BDG,BIHAR,23.9,7.63,334.7
3124,GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,24.3,7.73,321.7
3125,GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,22.83,7.89,264.83
2575,"SIKRAHNA AT LAL PARSE, BITTIAH",BIHAR,20.89,7.79,298.56
1820,SIKRANA AT CHANPATIYA,BIHAR,21.9,7.83,329.8
3134,SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,BIHAR,22.8,7.57,310.1
2562,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,24.35,7.83,335.3
2558,HARBORA AT NARKATIAGANJ,BIHAR,22.35,7.53,397.6
3126,U/S HARBORA RIVER,BIHAR,21.45,7.8,301.4
2567,KAMALA RIVER AT BENIPATTI (MADHUBANI),BIHAR,22.75,7.91,270
2569,KAMALA RIVER AT DARBHANGA,BIHAR,23.44,7.78,261.44
3133,KAMALA RIVER AT JAYNAGAR,BIHAR,22.5,7.92,291.5
2563,"MANUSMAR AT RIGA, SITAMARHI",BIHAR,22.66,7.73,351.4
2565,KOSHI AT KURSHELA AT KATIHAR,BIHAR,23.21,7.71,188
2566,KOSHI RIVER AT MADHEPURA,BIHAR,22.58,7.78,193.92
3137,KOSHI RIVER AT BEERPUR,BIHAR,23.55,7.65,166.55
1821,DAHA AT SIWAM,BIHAR,23.36,7.82,364.91
2560,D/S DAHA RIVER AT SASAMUSA,BIHAR,22.83,7.66,386.17
2561,"DAHA RIVER AT ITWA BDG, SIWAN",BIHAR,22.67,7.93,346.42
3129,DAHA RIVER AT MEERGANJ,BIHAR,21.91,7.91,348.83
1823,DHOUS AT MADHUBANI,BIHAR,23.6,7.79,333.8
1824,FARMAR AT JOGBANI,BIHAR,23.27,7.72,305.27
2559,RAM REKHA AT HARINAGAR,BIHAR,23.3,7.49,393.6
3130,RAM REKHA AT U/S HARINAGAR,BIHAR,22.3,7.55,279
1822,SIRSA AT RUXOL,BIHAR,20.78,7.9,442.89
3132,BAGMATI AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE,BIHAR,22.3,7.89,263.6
3135,BAGMATI  AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,BIHAR,24.1,7.88,288.4
3131,U/S MANUSMAR RIVER (RIGA),BIHAR,22.1,7.89,324.6
3119,PUNPUN NR PUNPUN RAIL BRIDGE,BIHAR,23.3,7.77,305.5
3120,PUNPUN NR KINZER RD BRIDGE,BIHAR,24.35,7.84,290.9
3136,SIRSIA D/S RAXAUL (KOERIA TOLA),BIHAR,20.78,7.9,455.44
1313,TAPI AT AJNAND VILLAGE,MAHARASHTRA,36.55,7.57,564.16
1251,TAPI AT BHUSAWAL US,MAHARASHTRA,35.45,7.54,492.06
1314,TAPI AT UPHAD VILLAGE,MAHARASHTRA,23.3,7.61,444.68
9,TAPI AT NEPANAGAR,MADHYA PRADESH,25.33,7.93,493
10,TAPI AT BURHANPUR,MADHYA PRADESH,26.17,7.9,719
1250,TAPI AT HATHNUR,MADHYA PRADESH,25,7.65,657
2115,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,22.5,7.9,557
1253,GIRNA AT MALEGAON (MANMAD),MAHARASHTRA,27,7.6,241.15
1252,GIRNA AT JALGAON,MAHARASHTRA,34.15,7.46,979.84
1907,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,23.11,7.81,585.07
2127,"DENWA NEAR SARNI, RD BDG",MADHYA PRADESH,25.5,8.05,470.83
2155,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,21,8,704
2652,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",MAHARASHTRA,22.5,7.82,511.8
2658,"BORI D/S OF AMALNER, JALGAON",MAHARASHTRA,34.88,7.78,811
2659,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",MAHARASHTRA,21.6,7.58,259.17
2666,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",MAHARASHTRA,22.42,7.68,255.61
2667,"HIWARA RIVER, D/S OF PACHORA., JALGAON",MAHARASHTRA,33.47,7.66,816
2674,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",MAHARASHTRA,33.53,8.02,801
2675,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,22,8.21,855.8
2684,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",MAHARASHTRA,22.43,7.9,537.17
2695,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,22.08,8.34,1387.17
2710,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,33.67,8.1,3123.67
2718,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,34.13,8.09,907.33
1947,TEESTA AT SILIGURI,WEST BENGAL,18.08,7.51,91.21
2229,"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.",ASSAM,20.25,7.03,126.25
2231,DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR,ASSAM,23,7.1,165.75
2232,"KOHORA RIVER AT N.H. CROSSING, KOHORA",ASSAM,31.75,6.93,83.5
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",ASSAM,22,7.13,76.25
2234,RANGA NADI D/S OF HYDEL PROJECT,ASSAM,22.5,6.8,92.5
2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON",ASSAM,25.67,6.83,72.67
2238,BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD,ASSAM,23,7.35,130.5
2239,"SANKOSH RIVER, DHUBRI",ASSAM,26.25,7.28,71.75
2240,BARAK RIVER AT D/S OF SILCHAR,ASSAM,14.38,7,82.75
2241,SONAI RIVER AT SONAI,ASSAM,14.58,7.13,86.75
2242,KUSHIARA RIVER AT KARIMGANJ,ASSAM,15.5,7.23,95.75
2523,"KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN",WEST BENGAL,26,7.53,84.04
2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",WEST BENGAL,26.58,7.59,131.83
2235,"PANCHNAI RIVER AT NH-52 CROSSING, ORANG",ASSAM,21.25,7.23,102.5
3095,"GANGA RIVER AT CHANDRAPUR, ITANAGAR",ARUNACHAL PRADESH,32.2,6.85,54.2
3096,DIKRONG RIVER AT NIRJULI,ARUNACHAL PRADESH,14.4,6.75,53.4
3098,"SIANG RIVER AT RANAGHAT, NEAR RCC BRIDGE, PASIGHAT",ARUNACHAL PRADESH,6.6,7.2,145
3101,"KAMENG RIVER AT TIPPI, BHALUKPONG",ARUNACHAL PRADESH,3.2,7.3,29.5
1510,"TONS RIVER, H.P",HIMACHAL PRADESH,12.13,7.33,69.89
2620,ASHWANI AT U/S YASHWANT NAGAR,HIMACHAL PRADESH,20.72,8.47,322.47
2626,BATTA AT U/S PAONTA,HIMACHAL PRADESH,20.27,7.59,294.08
2627,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,20.81,7.47,302.08
2621,GIRI AT D/S YASHWANT NAGAR,HIMACHAL PRADESH,20.3,7.98,204.27
2622,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,19.27,6.92,423.31
2623,GIRI D/S SATAUN,HIMACHAL PRADESH,18.42,7.47,487.62
2617,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,10.44,7.27,71
2618,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,12.06,7.27,67.78
2619,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,11.81,7.48,76.52
1477,KALINADI AT U/S OF MUZAFFAR NAGAR,UTTAR PRADESH,,,
1478,KALINADI AT D/S OF MUZAFFAR NAGAR,UTTAR PRADESH,,,
2496,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,22.42,7.28,769.75
1358,HINDON AT GHAZIABAD D/S,UTTAR PRADESH,21.75,7.3,1163.5
1357,HINDON AT SAHARANPUR D/S,UTTAR PRADESH,15.64,7.4,506.27
1143,TONS AT CHAKGHAT,MADHYA PRADESH,24.49,7.56,1.24
2107,"BETWA U/S, BEENA",MADHYA PRADESH,27.83,7.81,363.97
2108,"BETWA D/S, BEENA",MADHYA PRADESH,27.55,8.01,353.21
2119,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN",MADHYA PRADESH,27.43,7.08,2802
2121,"BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,24,7.69,1017.11
2122,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,22.67,7.67,418.11
1614,"BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,25.63,7.89,400.67
2124,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,25.63,7.83,565.25
2125,BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,MADHYA PRADESH,25.63,7.77,484.04
1735,BETWA AT GOVIND SAGAR,UTTAR PRADESH,25.63,8.59,229.5
1356,BETWA BEFORE CONF. YAMUNA AT HAMIRPUR,UTTAR PRADESH,26.82,8.24,378.58
2120,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,25,7.56,803.82
1613,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE",MADHYA PRADESH,26,7.85,311.83
1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,27.55,7.47,538
1366,CHAMBAL AT NAGDA D/S,MADHYA PRADESH,28.41,7.8,5472.27
2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",RAJASTHAN,25.67,7.76,435
1418,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA",MADHYA PRADESH,26.1,7.65,520.1
1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,27.88,7.71,391.67
1289,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN,25.98,7.99,595
1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,23.25,7.47,589.17
1609,CHAMBAL AT DHOLPUR,MADHYA PRADESH,23.8,7.68,688
1376,CHAMBAL AT ETAWAH BEFORE CONFL. TO R. YAMUNA,"CPCB, DELHI",,,
1432,PARVATI NEAR VILLAGE BATAODAPAR,MADHYA PRADESH,24,7.39,577.5
2126,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,25.09,7.51,0.75
2954,"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI, KOTA",RAJASTHAN,25.47,7.98,534.17
1607,"GOHAD DAM, GOHAD, M.P",MADHYA PRADESH,21.67,7.72,756.67
1367,KHAN AT KABIT KHEDI (NEAR INDORE),MADHYA PRADESH,23,7.2,1601.5
1369,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,26.5,8.02,1005.8
1370,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM),MADHYA PRADESH,26.5,7.86,1090.45
1468,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN.,MADHYA PRADESH,26.35,7.89,1142.6
2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",RAJASTHAN,24.54,7.75,514.17
2956,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,24.76,7.89,572.5
1608,SINDH AT DABRA,MADHYA PRADESH,23.67,7.7,766.67
2117,"BICHIA, BDG GOVINDGARH ROAD",MADHYA PRADESH,24.94,7.33,0.75
1433,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,25,7.47,490
3311,"JAMUNI AT BARIYAGHAT U/S NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,29.9,7.76,363.15
3327,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",MADHYA PRADESH,22,7.17,328
2950,"BANAS AT DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",RAJASTHAN,21.83,7.81,537.5
2951,"BANAS AT BISULPUR DAM, TONK",RAJASTHAN,20.17,8,397.5
2952,"BANAS AT NEAR NEWTA DAM, JAIPUR",RAJASTHAN,24.92,7.9,1630.83
2945,"CHHAPI AT UPSTREAM OF CHHAPI DAM, JHALAWAR",RAJASTHAN,26.93,7.98,444.17
2946,"UJAD AT UPSTREAM OF BHIM SAGAR DAM, JHALAWAR",RAJASTHAN,27.07,8.13,375
1185,GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG.,KARNATAKA,27.64,8.3,1331.43
1163,GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA,25.1,8.3,470
1187,MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA,25.3,8.21,389
1164,"MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR",KARNATAKA,25.5,8.39,432
1186,MALPRABHA AT D/S OF AIHOLE TOWN,KARNATAKA,26.7,8.62,1028.57
2764,MALPRABHA AT BADAMI BRIDGE,KARNATAKA,27.09,8.5,858.57
38,TUNGHABHADRA AT HONNALI BRIDGE,KARNATAKA,26.42,7.87,258.25
1029,TUNGHABHADRA AT HARALAHALLI BRIDGE,KARNATAKA,26.82,8.2,352.64
29,TUNGHABHADRA AT ULLANUR,KARNATAKA,28.75,8.11,280
2768,TUNGABHADRA AT D/S OF HPF,KARNATAKA,27.5,7.84,568.42
2769,TUNGABHADRA AT JACKWELL POINT,KARNATAKA,27.17,7.9,380.67
2770,TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,KARNATAKA,26.92,7.97,347.92
2776,TUNGABHADRA AT D/S OF GANGAWATHI,KARNATAKA,28.58,8.2,
2766,TUNGABHADRA AT NEW BRIDGE,KARNATAKA,26.75,8.14,277.83
2767,TUNGABHADRA AT U/S OF HPF,KARNATAKA,26.68,8.3,304.08
1174,"TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM",ANDHRA PRADESH,26.36,7.88,394.55
1785,"TUNGHABHADRA AT MANTHRALAYAM , KURNOOL",ANDHRA PRADESH,25.91,8.02,484.36
1168,TUNGHA AT D/S OF SHIMOGA TOWN,KARNATAKA,25.58,7.69,202.5
1896,CONFLUENCE POINT OF TUNGA AND BHADRA AT KUDLI,KARNATAKA,25.89,7.68,358.89
1091,BHADRA AT MALLESWARAM D/S OF KIOCL,KARNATAKA,23.88,7.28,172.5
1387,BHADRA AT D/S OF BHADRAVATHI,KARNATAKA,25.17,7.69,380.83
1169,"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR",KARNATAKA,26.08,7.68,358.33
2765,BHADRA AT U/S OF MPM,KARNATAKA,24.75,7.72,230.67
2771,BHADRA AT U/S OF KIOCL,KARNATAKA,24.02,7.4,155
1172,MUSI U/S AT HYDERABAD,ANDHRA PRADESH,27,7.96,417.82
1173,MUSI D/S AT HYDERABAD,ANDHRA PRADESH,27.64,7.47,1306.45
2339,"MUSI AT NAGOLE,RANGAREDDY",ANDHRA PRADESH,27.55,7.38,1554.09
3082,"RIVER MUSI RESERVOIR AT KASANIGUDA,  NALGONDA",ANDHRA PRADESH,28.55,7.72,1603.18
1178,"PALLERU BEFORE CONFL. WITH KRISHNA, JAGGAYYAPET",ANDHRA PRADESH,23.36,7.58,780.18
1177,"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA",ANDHRA PRADESH,24,7.58,697.25
1895,KAGINA D/S OF SEWAGE DISPOSAL POINT,KARNATAKA,27.75,8.17,597.5
2777,KAGINA AT SHAHABAD BRIDGE,KARNATAKA,28.4,8.07,618.11
2349,"NAKKAVAGU, BACHUGUDEM",ANDHRA PRADESH,28.95,7.5,1468.91
2350,"RIVER HUNDRI, JOHARPUR(V), NEAR TEMPLE, KURNOOL",ANDHRA PRADESH,26,8.27,643.33
2351,"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",ANDHRA PRADESH,25.91,7.77,502.73
2763,ASANGI NALLA AT ASANGI VILL.,KARNATAKA,28.66,8.7,607.14
2195,"NIRA RIVER AT D/S OF JUBILANT ORGANOSIS, PUNE.",MAHARASHTRA,27.67,8.03,351.34
2682,"NIRA RIVER AT U/S OF JUBILANT ORGANOSIS, BARAMATI, PUNE.",MAHARASHTRA,27.42,8.06,256.02
1463,NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY,MAHARASHTRA,26.25,7.95,247.85
2681,"NIRA RIVER AT SANGAVI, PHALTAN, SATARA",MAHARASHTRA,24.54,7.99,1796.42
2683,"NIRA RIVER AT SHINDEWADI, SHIRVAL, KHANDALA, SATARA",MAHARASHTRA,24.4,8.01,227.56
2186,"VENNA RIVER AT VARYE, SATARA.",MAHARASHTRA,20.83,7.78,317.7
2716,"VENNA RIVER AT MAHABALESHWAR, SATARA",MAHARASHTRA,20.61,7.95,134.3
2717,"VENNA RIVER AT MAHULI, SATARA.",MAHARASHTRA,21.21,7.93,378.74
2189,KOYNA RIVER AT KARAD.,MAHARASHTRA,23.08,7.94,184.57
2194,MULA RIVER AT HARRISON BDG NEAR MULA- PAWANA SANGAM.,MAHARASHTRA,27,7.79,428.76
2193,"MULA RIVER AT AUNDH BRIDGE, AUNDGAON.",MAHARASHTRA,27.17,7.78,435.8
2192,MULA-MUTHA  RIVER AT MUNDHAWA BRIDGE.,MAHARASHTRA,27.25,7.8,395.13
2677,"MULA-MUTHA RIVER AT D/S OF THEUR, HAWELI, PUNE",MAHARASHTRA,25.75,7.91,427.84
2191,MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.,MAHARASHTRA,27.5,7.8,364
2678,"MUTHA RIVER NEAR VEER SAVARKAR BHAVAN, PUNE.",MAHARASHTRA,27.42,7.75,370.51
2679,"MUTHA RIVER AT DECCAN BRIDGE, PUNE.",MAHARASHTRA,27.58,7.83,355.59
2680,"MUTHAAT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.",MAHARASHTRA,25.5,8.05,124.88
2196,"PAWANA RIVER AT SANGAVIGAON, PUNE.",MAHARASHTRA,27.25,7.77,429.98
2690,"PAWNA RIVER AT KASARWADI, HAWELI, PUNE.",MAHARASHTRA,27.33,7.69,400.23
2691,"PAWNA AT DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,PUNE.",MAHARASHTRA,26.92,7.72,440.88
2692,"PAWNA AT RAVET WEIR, PUNE.",MAHARASHTRA,26.83,7.81,175.68
2693,"PAWNA AT CHINCHWADGAON, PUNE.",MAHARASHTRA,27.33,7.78,245.27
2694,"PAWNA RIVER AT PIMPRIGAON, PUNE.",MAHARASHTRA,27.5,7.72,402.13
2197,"INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE",MAHARASHTRA,25.17,7.85,393.28
2668,"INDRAYANI RIVER AT D/S OF MOSHIGAON, HAWELI, PUNE",MAHARASHTRA,25.09,7.89,349.45
2669,"INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.",MAHARASHTRA,25.08,7.88,366.51
1911,CHANDRABHAGA U/S OF PANDHARPUR TOWN,MAHARASHTRA,35.67,7.93,914.72
1912,CHANDRABHAGA D/S OF PANDHARPUR TOWN,MAHARASHTRA,35.17,8,956.13
2665,"GHOD RIVER AT SHIRUR, PUNE.",MAHARASHTRA,26.13,8.01,632.51
2705,"SINA RIVER NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR",MAHARASHTRA,30.42,7.87,1124.58
2711,"URMODI AT NAGTHANE, SATARA.",MAHARASHTRA,22.89,7.89,253.68
2715,"VEL AT SHIKRAPUR, SHIRUR, PUNE",MAHARASHTRA,26,8,591
1311,PANCHAGANGA AT ICHALKARANJI,MAHARASHTRA,27.25,7.46,549.03
2163,PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.,MAHARASHTRA,27.33,7.52,654.23
1904,PANCHAGANGA U/S OF KOLHAPUR TOWN,MAHARASHTRA,25.92,7.52,330.53
1905,PANCHAGANGA D/S OF KOLHAPUR TOWN,MAHARASHTRA,26.25,7.34,256.33
