STATION CODE,LOCATIONS,ZIP,date_of_deployment,kit_status,,,,,,,,
1364,RAMGARH LAKE,,,WORKING,,,,,,,,
2499,"SAMARPUR JHEEL, RAEBARELI",,,WORKING,,,,,,,,
1549,SALAULIM LAKE AT SALAULIM - SANGUEM,,,WORKING,,,,,,,,
2269,"MAYEM LAKE, BICHOLIM",,,WORKING,,,,,,,,
3176,RUMDER LAKE,,,WORKING,,,,,,,,
3178,RAIA LAKE,,,WORKING,,,,,,,,
3179,SAIPEM LAKE,,,WORKING,,,,,,,,
3180,CURTORIM LAKE,,,WORKING,,,,,,,,
1345,"AJWAH LAKE AT SRI SAYAJI SABVAR,BARODA",,,WORKING,,,,,,,,
1346,SURSAGAR LAKE AT BARODA,,,WORKING,,,,,,,,
1972,"NALSAROVAR LAKE (SANAND), DIST.AHMEDABAD",,,WORKING,,,,,,,,
1977,CITY LAKE OF NADIAD,,,WORKING,,,,,,,,
2076,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,,,WORKING,,,,,,,,
1373,UPPER LAKE AT BHOPAL (INTAKE POINT),,,WORKING,,,,,,,,
2137,UPPER LAKE AT YATCH CLUB,,,WORKING,,,,,,,,
2138,UPPER LAKE AT KARBALA CLUB,,,WORKING,,,,,,,,
2139,UPPER LAKE AT BAIRAGARH CLUB,,,WORKING,,,,,,,,
1374,LOWER LAKE AT BHOPAL OUTLET,,,WORKING,,,,,,,,
1466,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD,,,WORKING,,,,,,,,
2128,KHANDARI RESERVOIR WATER OFF TAKE POINT,,,WORKING,,,,,,,,
2130,"MADHAV LAKE, SHIVPURI",,,WORKING,,,,,,,,
2131,YASHWANT SAGAR AT INDORE,,,WORKING,,,,,,,,
2132,BILAWALI TALAB AT INDORE,,,WORKING,,,,,,,,
2133,SIRPUR TALAB AT INDORE,,,WORKING,,,,,,,,
2134,NAGCHUN TALAB AT KHANDWA,,,WORKING,,,,,,,,
2135,GOVINDGARH TANK,,,WORKING,,,,,,,,
2136,"SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL, BHOPAL",,,WORKING,,,,,,,,
2140,"KERWA DAM NEAR REST HOUSE, BPL",,,WORKING,,,,,,,,
2141,JANUNIA TALAB NEAR W/S,,,WORKING,,,,,,,,
3300,"RANITAL TALAB, JABALPUR",,,WORKING,,,,,,,,
3301,MOTI TALAB AT BALAGHAT,,,WORKING,,,,,,,,
3303,"RANI TALAB, REWA",,,WORKING,,,,,,,,
1285,PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT),,,WORKING,,,,,,,,
1286,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.),,,WORKING,,,,,,,,
1414,PUSHKAR LAKE,,,WORKING,,,,,,,,
1481,FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,,,WORKING,,,,,,,,
1714,KAYALANA JHEEL JODHPUR,,,WORKING,,,,,,,,
1716,"NAKKI LAKE, MT. ABU",,,WORKING,,,,,,,,
2935,"LAKE JET SAGAR, BUNDI",,,WORKING,,,,,,,,
2936,"JAISAMAND LAKE, ALWAR",,,WORKING,,,,,,,,
2941,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 1",,,WORKING,,,,,,,,
2942,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 2",,,WORKING,,,,,,,,
2937,"LAKE SILISERH, ALWAR",,,WORKING,,,,,,,,
2938,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND",,,WORKING,,,,,,,,
2939,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 2, RAJSAMAND",,,WORKING,,,,,,,,
2940,"GAPE- SAGAR LAKE, DUNGARPUR",,,WORKING,,,,,,,,
2943,"LODHA TALAB, BANSWARA- DUNGARPUR ROAD, BANSWARA",,,WORKING,,,,,,,,
2944,"JALMAHAL, JAIPUR",,,WORKING,,,,,,,,
2651,"AMBA AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",,,WORKING,,,,,,,,
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),,,WORKING,,,,,,,,
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",,,WORKING,,,,,,,,
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",,,WORKING,,,,,,,,
1092,KALU AT ATALE VILLAGE,,,WORKING,,,,,,,,
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",,,WORKING,,,,,,,,
1152,KUNDALIKA AT ROHA CITY,,,WORKING,,,,,,,,
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),,,WORKING,,,,,,,,
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",,,WORKING,,,,,,,,
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATION-SWEET ZONE), ROHA",,,WORKING,,,,,,,,
2168,MITHI RIVER,,,WORKING,,,,,,,,
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",,,WORKING,,,,,,,,
1151,PATALGANGA AT SHILPHATA,,,WORKING,,,,,,,,
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,,,WORKING,,,,,,,,
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",,,WORKING,,,,,,,,
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",,,WORKING,,,,,,,,
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",,,WORKING,,,,,,,,
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",,,WORKING,,,,,,,,
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",,,WORKING,,,,,,,,
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",,,WORKING,,,,,,,,
2199,SAVITRI RIVER AT OVALE VILLAGE.,,,WORKING,,,,,,,,
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",,,WORKING,,,,,,,,
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",,,WORKING,,,,,,,,
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",,,WORKING,,,,,,,,
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",,,WORKING,,,,,,,,
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",,,WORKING,,,,,,,,
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",,,WORKING,,,,,,,,
2708,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",,,WORKING,,,,,,,,
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",,,WORKING,,,,,,,,
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,,,WORKING,,,,,,,,
1094,ULHAS AT U/S OF BADLAPUR,,,WORKING,,,,,,,,
2162,ULHAS ATJAMBHUL WATER WORKS.,,,WORKING,,,,,,,,
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",,,WORKING,,,,,,,,
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,,,WORKING,,,,,,,,
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",,,WORKING,,,,,,,,
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",,,WORKING,,,,,,,,
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",,,WORKING,,,,,,,,
3384,"BUGI AT DALU, SOUTH GARO HILLS",,,WORKING,,,,,,,,
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",,,WORKING,,,,,,,,
1632,GANOL RIVER TURA,,,WORKING,,,,,,,,
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",,,WORKING,,,,,,,,
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",,,WORKING,,,,,,,,
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",,,WORKING,,,,,,,,
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",,,WORKING,,,,,,,,
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),,,WORKING,,,,,,,,
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),,,WORKING,,,,,,,,
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",,,WORKING,,,,,,,,
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",,,WORKING,,,,,,,,
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",,,WORKING,,,,,,,,
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",,,WORKING,,,,,,,,
1631,MYNTDU RIVER JOWAI,,,WORKING,,,,,,,,
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",,,WORKING,,,,,,,,
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",,,WORKING,,,,,,,,
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",,,WORKING,,,,,,,,
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",,,WORKING,,,,,,,,
1633,SIMSANG RIVER WILLIAMNAGAR,,,WORKING,,,,,,,,
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",,,WORKING,,,,,,,,
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",,,WORKING,,,,,,,,
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",,,WORKING,,,,,,,,
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",,,WORKING,,,,,,,,
3350,UMKHEN AT WAHKDAIT,,,WORKING,,,,,,,,
3351,UMKHEN AT KSEHPONGDENG,,,WORKING,,,,,,,,
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",,,WORKING,,,,,,,,
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",,,WORKING,,,,,,,,
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",,,WORKING,,,,,,,,
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",,,WORKING,,,,,,,,
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",,,WORKING,,,,,,,,
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",,,WORKING,,,,,,,,
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",,,WORKING,,,,,,,,
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",,,WORKING,,,,,,,,
3364,"UMSHYRPI AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",,,WORKING,,,,,,,,
3365,"UMSHYRPI AT UMSHYRPI BRIDGE, EAST KHASI HILLS",,,WORKING,,,,,,,,
1427,UMTREW AT BYRNIHAT EAST,,,WORKING,,,,,,,,
3366,"UMTREW RIVER AT UMRAN, RI- BHOI",,,WORKING,,,,,,,,
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",,,WORKING,,,,,,,,
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",,,WORKING,,,,,,,,
2050,TLAWNG UPSTREAM AIZAWL,,,WORKING,,,,,,,,
2051,TLAWNG DOWNSTREAM AIZAWL,,,WORKING,,,,,,,,
2052,TUIRIAL UPPER CATCHMENT,,,WORKING,,,,,,,,
2053,TUIRIAL LOWER CATCHMENT,,,WORKING,,,,,,,,
1404,GUMTI AT D/S SOUTH TRIPURA,,,WORKING,,,,,,,,
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",,,WORKING,,,,,,,,
1241,NARMADA AT MANDLA NEAR ROAD BDG,,,WORKING,,,,,,,,
44,NARMADA AT SETHANIGHAT,,,WORKING,,,,,,,,
1234,NARMADA AT HOSHANGABAD U S,,,WORKING,,,,,,,,
2123,NARMADA AT KORIGHAT HOSHANGABAD,,,WORKING,,,,,,,,
1235,NARMADA AT HOSHANGABAD D S,,,WORKING,,,,,,,,
45,NARMADA AT MANDLESHWAR,,,WORKING,,,,,,,,
1239,NARMADA AT BADWANI,,,WORKING,,,,,,,,
1430,NARMADA AT D S OMKARESHWAR,,,WORKING,,,,,,,,
1431,NARMADA AT MAHESHWAR,,,WORKING,,,,,,,,
2099,"NARMADA LALPUR, JABALPUR",,,WORKING,,,,,,,,
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",,,WORKING,,,,,,,,
2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",,,WORKING,,,,,,,,
3322,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",,,WORKING,,,,,,,,
7,NARMADA AT GARUDESHWAR,,,WORKING,,,,,,,,
1243,"NARMADA AT BHARUCH, ZADESHVAR",,,WORKING,,,,,,,,
1244,NARMADA AT PANETHA,,,WORKING,,,,,,,,
1245,NARMADA AT CHANDOD,,,WORKING,,,,,,,,
1981,"NARMADA AT ZANOR (NTPC), BHARUCH",,,WORKING,,,,,,,,
1236,CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA,,,WORKING,,,,,,,,
2114,KUNDA AT KHARGONE,,,WORKING,,,,,,,,
1255,"PENNAR B/C WITH CHITRAVATHI, TADPATRI, UNGANOORP.",,,WORKING,,,,,,,,
1256,"PENNAR AFTER CONF. WITH PAPAGNI,PUSPAGINI",,,WORKING,,,,,,,,
1257,"PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE",,,WORKING,,,,,,,,
30,"PENNAR AT SIDDVATA, NELLORE",,,WORKING,,,,,,,,
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR",,,WORKING,,,,,,,,
1290,PARVATI BEFORE CONF. TO BEAS,,,WORKING,,,,,,,,
2605,PARVATI AT U/S MANIKARAN,,,WORKING,,,,,,,,
2606,PARVATI AT D/S MANIKARAN,,,WORKING,,,,,,,,
1090,LARGI AT D/S,,,WORKING,,,,,,,,
1551,SIRSA AT U/S SITOMAJRI NALLAHGARH,,,WORKING,,,,,,,,
1552,SIRSA AT D/S NALAGARH BRIDGE,,,WORKING,,,,,,,,
1868,"SIRSA AT D/S NALAGARH, SOLAN",,,WORKING,,,,,,,,
2607,SUKETI KHAD AT D/S MANDI,,,WORKING,,,,,,,,
2610,SPITI AT KHAB,,,WORKING,,,,,,,,
2612,BASPA AT U/S RESERVOIR BASPA PROJECT,,,WORKING,,,,,,,,
1482,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN",,,WORKING,,,,,,,,
1222,SHEDHI AT KHEDA,,,WORKING,,,,,,,,
1867,"SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR",,,WORKING,,,,,,,,
2611,SATLUJ AT KHAB,,,WORKING,,,,,,,,
1389,SATLUJ AT NEPTHA ZAKHAI,,,WORKING,,,,,,,,
1086,SATLUJ AT U/S RAMPUR,,,WORKING,,,,,,,,
1087,SATLUJ AT D/S RAMPUR,,,WORKING,,,,,,,,
1013,SATLUJ AT U/S TATAPANI,,,WORKING,,,,,,,,
1014,SATLUJ AT U/S SLAPPER,,,WORKING,,,,,,,,
1015,SATLUJ AT D/S SLAPPER,,,WORKING,,,,,,,,
1017,"SATLUJ AT 100M U/S OF HEADWORKS, NANGAL",,,WORKING,,,,,,,,
1018,"SATLUJ AT 100M D/S ,NANGAL",,,WORKING,,,,,,,,
1293,SATLUJ AT 1 KM. D/S OF ZENITH,,,WORKING,,,,,,,,
1814,SATLUJ AT D/S KIRATPUR SAHIB,,,WORKING,,,,,,,,
1019,SATLUJ AT U/S HEAD WORKS ROPAR,,,WORKING,,,,,,,,
1380,"SATLUJ AT D/S NFL, PUNJAB",,,WORKING,,,,,,,,
1690,SATLUJ AT U/S BUDHA NALLAH (UPPER),,,WORKING,,,,,,,,
1020,"SATLUJ AT 100M D/S BUDHA NALA CONFL.,LUDHIANA",,,WORKING,,,,,,,,
1021,"SATLUJ AT BOAT BDG. DHARM- KOTNAKODAR RD, JALANDHAR",,,WORKING,,,,,,,,
1381,SATLUJ AT D/S EAST BEIN,,,WORKING,,,,,,,,
1691,SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR,,,WORKING,,,,,,,,
1692,SATLUJ AT D/S HUSSANIWALA-H/W FEROZEPUR,,,WORKING,,,,,,,,
1022,"SATLUJ AT BRIDGE HARIKE, AMRITSAR",,,WORKING,,,,,,,,
1267,IB AT SUNDARGARH,,,WORKING,,,,,,,,
1268,IB AT JHARSUGUDA (INTAKE),,,WORKING,,,,,,,,
1300,IB AT  RAJ NAGAR U/S,,,WORKING,,,,,,,,
1269,IB AT BRAJRAJNAGAR D/S,,,WORKING,,,,,,,,
2403,BHEDEN RIVER B/C WITH IB RIVER,,,WORKING,,,,,,,,
1279,KUAKHAI AT BHUBANESWAR U/S,,,WORKING,,,,,,,,
1280,KUAKHAI AT BHUBANESWAR D/S,,,WORKING,,,,,,,,
2410,DAYA AT BHUBANESWAR FU/S,,,WORKING,,,,,,,,
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM A/C OF GANGUA NALLAH WITH RIVER DAYA),,,WORKING,,,,,,,,
1301,KATHAJODI AT CUTTACK D/S,,,WORKING,,,,,,,,
2412,SANKHA U/S(D/S MANDIRA DAM),,,WORKING,,,,,,,,
2408,TEL,,,WORKING,,,,,,,,
1640,BIRUPA AT CHOUDWAR,,,WORKING,,,,,,,,
1261,SUBANSIRI AT GEREKAMUKH (B/C WITH BRAH.),,,WORKING,,,,,,,,
2061,KHARSANG B/C/ WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),,,WORKING,,,,,,,,
1422,BURHIDIHING AT MARGHERITA,,,WORKING,,,,,,,,
2062,"BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA",,,WORKING,,,,,,,,
2230,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),,,WORKING,,,,,,,,
2065,"PAGLDIA NEAR NALBARI TOWN, DIST. NALBARI",,,WORKING,,,,,,,,
1530,"DIGBOI RIVER AT LAKHIPATHE, RESERVE FOREST, DIGBOI",,,WORKING,,,,,,,,
2063,"JAI BHARALI NR BISWANATH CHARALI, SONITPUR",,,WORKING,,,,,,,,
2237,"KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE, NAGAON",,,WORKING,,,,,,,,
2059,KOLONG RIVER AT MARIGAON,,,WORKING,,,,,,,,
2060,"MANAS RIVER AT NH-31 CROSSING, BARPETA",,,WORKING,,,,,,,,
2058,"DISANG RIVER AT DILLIGHAT, DIBRUGARH",,,WORKING,,,,,,,,
1298,DISANG AT GUNDAMGHAT,,,WORKING,,,,,,,,
1258,JHANJI AT N.H. CROSSING JORHAT,,,WORKING,,,,,,,,
1527,BHOGDOI RIVER AT JORHAT,,,WORKING,,,,,,,,
1531,*MORA BHARALI  AT TEZPUR,,,WORKING,,,,,,,,
1423,BORAK AT PANCHAGRAM,,,WORKING,,,,,,,,
1528,BHARALU RIVER AT GUWAHATI,,,WORKING,,,,,,,,
1529,DEEPAR BILL,,,WORKING,,,,,,,,
2068,"U/S OF KATHAKAL AT MATIJURI, HAILAKANDI",,,WORKING,,,,,,,,
1641,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,,,WORKING,,,,,,,,
1064,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",,,WORKING,,,,,,,,
1065,KALINADI AT KANNAUJ (B/C),,,WORKING,,,,,,,,
2483,VARUNA B/C WITH RIVER GANGA AT VARANASI,,,WORKING,,,,,,,,
1361,SAI AT UNNAO AFTER DRAIN OUTFALL,,,WORKING,,,,,,,,
1350,GOMTI AT SITAPUR U/S AT WATER INTAKE,,,WORKING,,,,,,,,
1351,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,,,WORKING,,,,,,,,
1352,GOMTI AT LUCKNOW D/S,,,WORKING,,,,,,,,
2491,"RAPTI AT RAJGHAT, GORAKHPUR",,,WORKING,,,,,,,,
1363,"RAPTI A/C OF R. HONIN NR. DOMIN- GARH RLY BDG, GORAKHPUR, U.P.",,,WORKING,,,,,,,,
1354,SARYU AT AYODHYA AT MAIN BATHING GHAT,,,WORKING,,,,,,,,
1355,GHAGHARA AT DEORIA D/S,,,WORKING,,,,,,,,
2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",,,WORKING,,,,,,,,
1359,RIHAND AT RENUKUT U/S,,,WORKING,,,,,,,,
1360,RIHAND AT RENUKUT D/S,,,WORKING,,,,,,,,
1313,TAPI AT AJNAND VILLAGE,,,WORKING,,,,,,,,
1251,TAPI AT BHUSAWAL US,,,WORKING,,,,,,,,
1314,TAPI AT UPHAD VILLAGE,,,WORKING,,,,,,,,
9,TAPI AT NEPANAGAR,,,WORKING,,,,,,,,
10,TAPI AT BURHANPUR,,,WORKING,,,,,,,,
1250,TAPI AT HATHNUR,,,WORKING,,,,,,,,
2115,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA,,,WORKING,,,,,,,,
1253,GIRNA AT MALEGAON (MANMAD),,,WORKING,,,,,,,,
1252,GIRNA AT JALGAON,,,WORKING,,,,,,,,
1907,RANGAVALI D/S OF NAVAPUR,,,WORKING,,,,,,,,
2127,"DENWA NEAR SARNI, RD BDG",,,WORKING,,,,,,,,
2155,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",,,WORKING,,,,,,,,
2652,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",,,WORKING,,,,,,,,
2658,"BORI D/S OF AMALNER, JALGAON",,,WORKING,,,,,,,,
2659,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",,,WORKING,,,,,,,,
2666,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",,,WORKING,,,,,,,,
2667,"HIWARA RIVER, D/S OF PACHORA., JALGAON",,,WORKING,,,,,,,,
2674,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",,,WORKING,,,,,,,,
2675,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,,,WORKING,,,,,,,,
2684,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",,,WORKING,,,,,,,,
2695,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",,,WORKING,,,,,,,,
2710,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",,,WORKING,,,,,,,,
2718,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",,,WORKING,,,,,,,,
1947,TEESTA AT SILIGURI,,,WORKING,,,,,,,,
2229,"KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.",,,WORKING,,,,,,,,
2231,DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR,,,WORKING,,,,,,,,
2232,"KOHORA RIVER AT N.H. CROSSING, KOHORA",,,WORKING,,,,,,,,
2233,"BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR",,,WORKING,,,,,,,,
2234,RANGA NADI D/S OF HYDEL PROJECT,,,WORKING,,,,,,,,
2236,"KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON",,,WORKING,,,,,,,,
2238,BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD,,,WORKING,,,,,,,,
2239,"SANKOSH RIVER, DHUBRI",,,WORKING,,,,,,,,
2240,BARAK RIVER AT D/S OF SILCHAR,,,WORKING,,,,,,,,
2241,SONAI RIVER AT SONAI,,,WORKING,,,,,,,,
2242,KUSHIARA RIVER AT KARIMGANJ,,,WORKING,,,,,,,,
2523,"KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN",,,WORKING,,,,,,,,
2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",,,WORKING,,,,,,,,
2235,"PANCHNAI RIVER AT NH-52 CROSSING, ORANG",,,WORKING,,,,,,,,
1510,"TONS RIVER, H.P",,,WORKING,,,,,,,,
2620,ASHWANI AT U/S YASHWANT NAGAR,,,WORKING,,,,,,,,
2626,BATTA AT U/S PAONTA,,,WORKING,,,,,,,,
2627,BATTA B/C TO YAMUNA,,,WORKING,,,,,,,,
2621,GIRI AT D/S YASHWANT NAGAR,,,WORKING,,,,,,,,
2622,GIRI AT U/S CCI MINES,,,WORKING,,,,,,,,
2623,GIRI D/S SATAUN,,,WORKING,,,,,,,,
2617,PABBAR AT U/S DHAMBARI,,,WORKING,,,,,,,,
2618,PABBAR AT U/S ROHRU,,,WORKING,,,,,,,,
2619,PABBAR AT D/S SWARAKUDDU,,,WORKING,,,,,,,,
1143,TONS AT CHAKGHAT,,,WORKING,,,,,,,,
2119,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN",,,WORKING,,,,,,,,
2121,"BETWA NEAR ROAD BRIDGE, BHOJPUR",,,WORKING,,,,,,,,
2122,BETWA NEAR W/S INTAKE WELL POINT RAISEN,,,WORKING,,,,,,,,
1614,"BETWA NEAR INTAKE POINT, VIDISHA",,,WORKING,,,,,,,,
2124,"BETWA AT CHARANTIRGHAT, VIDISHA",,,WORKING,,,,,,,,
2125,BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,,,WORKING,,,,,,,,
2120,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",,,WORKING,,,,,,,,
1613,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE",,,WORKING,,,,,,,,
2955,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",,,WORKING,,,,,,,,
1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),,,WORKING,,,,,,,,
1289,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),,,WORKING,,,,,,,,
1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,,,WORKING,,,,,,,,
2126,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",,,WORKING,,,,,,,,
2954,"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI, KOTA",,,WORKING,,,,,,,,
1367,KHAN AT KABIT KHEDI (NEAR INDORE),,,WORKING,,,,,,,,
2953,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",,,WORKING,,,,,,,,
2956,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA",,,WORKING,,,,,,,,
2117,"BICHIA, BDG GOVINDGARH ROAD",,,WORKING,,,,,,,,
2950,"BANAS AT DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",,,WORKING,,,,,,,,
